1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
1.954989,0.000000,0.000000
